Inicio de datos:
Giroscopo: -15.44, -5.49, 6.47
Acelerometro: 0.05, 0.95, 0.02
Giroscopo: -1.59, 0.24, 4.09
Acelerometro: 0.10, 1.00, 0.03
Giroscopo: -2.50, -3.11, -0.79
Acelerometro: 0.04, 0.94, 0.02
Giroscopo: -2.62, 0.98, 1.46
Acelerometro: 0.08, 1.00, 0.03
Giroscopo: 0.12, 0.79, 1.28
Acelerometro: 0.09, 1.02, 0.05
Giroscopo: -0.67, 0.31, -0.24
Acelerometro: 0.07, 1.00, 0.03
Giroscopo: 0.00, 0.85, 0.92
Acelerometro: 0.08, 1.00, 0.04
Giroscopo: -0.73, 0.12, -0.43
Acelerometro: 0.07, 1.00, 0.05
Giroscopo: -1.71, -0.79, -2.75
Acelerometro: 0.08, 1.00, 0.03
Giroscopo: -1.59, -0.67, -2.38
Acelerometro: 0.08, 1.00, 0.04
Giroscopo: -2.32, 0.61, -2.87
Acelerometro: 0.08, 1.00, 0.05
Giroscopo: -2.81, 0.55, -4.76
Acelerometro: 0.08, 1.00, 0.03
Giroscopo: -2.69, -2.56, -6.71
Acelerometro: 0.10, 0.99, 0.01
Giroscopo: -2.62, -0.92, -8.06
Acelerometro: 0.12, 0.99, 0.01
Giroscopo: -3.42, -2.01, -11.29
Acelerometro: 0.14, 0.96, -0.01
Giroscopo: -2.62, -4.70, -13.55
Acelerometro: 0.17, 0.99, 0.03
Giroscopo: -2.87, -2.56, -13.43
Acelerometro: 0.21, 1.00, 0.04
Giroscopo: -1.77, -3.11, -11.72
Acelerometro: 0.21, 1.00, 0.00
Giroscopo: -0.49, -4.64, -9.28
Acelerometro: 0.23, 0.99, 0.01
Giroscopo: -1.53, -1.10, -5.55
Acelerometro: 0.22, 0.99, 0.02
